Page,Job_title,Company,Location,Search_eng,Term,URL,Words_of_concern
5,Full Stack .Net Developer - Permanent OR Contract,1iCT Pty Ltd,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35492378?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-9449852,experi & perman
1,Technical Team Lead x 2,4impact,CBD & Inner Suburbs,SEEK,java,https://www.seek.com.au//job/35503901?type=standard&userqueryid=480579d3b7133885d7ed142c4333305e-9636473,java & experi & year
6,DATA WAREHOUSE DESIGNER,AA Appointments Brisbane,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35409951?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-9572971,experi
5,Developer,ABCis,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35513368?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-9486441,.net & graduat & experi & year
2,QUALITY OFFICER,ACE,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35344077?type=standard&userqueryid=20ba340a05071ad6b7cd067a43c7c964-9603454,must & experi & year
1,Landscape Architect,AILA,Queensland,Neuvoo,part time developer,https://au.neuvoo.com/job.php?id=m2d7nqebbr&lang=en&k=part+time+developer,*No found
2,Full Stack Developer,ALS Industrial - Tribology,Northern Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35494434?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-9570897,experi
2,Full Stack Developer,ALS Limited,"Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=49ihv30xty&lang=en&k=developer,*No found
3,Mining Engineer - Open PitPrincipal Mining Engineer - Open Pit,AMC Consultants Pty Ltd.,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=gywzaa6xtx&lang=en&k=software+engineering,*No found
4,Civil Pipeline Lead,APA Group,"Spring Hill, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=j35zmex9wn&lang=en&k=software+engineering,*No found
4,UX/UI Lead | Front End Web Developer,APNIC,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35271770?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-9571965,experi
3,Microsoft Exchange Engineer / Admin,ASG Group Ltd,,SEEK,software engineering,https://www.seek.com.au//job/35462346?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-9405088,experi & citizenship
3,Survey Drafter/ Cadet/ Graduate (CAD),Acworth Recruitment,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35481451?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-9571514,graduat & experi & year
5,Automation Developer,Adaps,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=9c2b26c33f4d4904&fccid=ad7d1489eb2ecef6&vjs=3,python & experi
2,Project Engineer,Adelaide Brighton Ltd,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=xn4ctg66uz&lang=en&k=software+engineering,*No found
0,ARH Software Engineer,Airbus Group Australia Pacific,Brisbane Airport QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=495ed81862643920&fccid=bc2d8021313233ce,mentor & must & experi & year
1,ARH Software Engineer,Airbus Group Australia Pacific Limited,,SEEK,software engineering,https://www.seek.com.au//job/35501495?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-9404043,mentor & must & experi & year
0,ARH Software Engineer,Airbus Groups,"Brisbane Airport, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=d6kvdjuwns&lang=en&k=software+engineering,*No found
1,Python Developer,Ajilon,,SEEK,python,https://www.seek.com.au//job/35474619?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-9527017,python & must & experi
0,Business and Data Analyst,Ajilon,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35495588?type=standout&userqueryid=20ba340a05071ad6b7cd067a43c7c964-9602645,minimum & experi & citizen
2,Data Scientists x 2,Ajilon,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35450958?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-9527627,python & experi
5,Operations Engineer,Alitis,Brisbane QLD,Indeed,java,https://au.indeed.com//rc/clk?jk=ec6a36ded8e46c81&fccid=2bc695c9426ed2c2&vjs=3,java
4,Java API Developer,Alitis,,SEEK,java,https://www.seek.com.au//job/35445519?type=standout&userqueryid=480579d3b7133885d7ed142c4333305e-9637904,java & minimum & experi
6,SEO Digital Specialist,Allianz Worldwide Partners,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35413961?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-9572971,experi & year
2,Integration/DevOps,Ambition,"Brisbane, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=2er4ekywbx&lang=en&k=python,*No found
1,Integration/DevOps,Ambition Technology,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35479875?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-9527017,python & must & experi
3,SOFTWARE ENGINEER,Ansaldo,Eagle Farm QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=ebe4320fdd38ee19&fccid=371f5c6e912b30d4&vjs=3,java & python & graduat & experi & year
5,SOFTWARE ENGINEER,Ansaldo STS,"Eagle Farm, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=3u7j2j4gwc&lang=en&k=software+engineering,*No found
0,SOFTWARE ENGINEER - GRADUATE/JUNIOR,Ansaldo STS Australia Pty Ltd,,SEEK,java,https://www.seek.com.au//job/35531574?type=standard&userqueryid=480579d3b7133885d7ed142c4333305e-9636019,java & python & graduat & experi & year & perman
0,Inventory Analyst/Management Accountant,Arrium,Queensland,Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=z6n0sguu4z&lang=en&k=data+analyst,*No found
5,Software Engineer (React / node.js),AssetChain,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35430930?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-9406138,java & experi
2,Full Stack GoLang Developer,Attract People,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35529922?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-9484906,experi & perman
5,Full Stack .NET Developer,Attract People,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35514379?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-9486441,.net & experi
0,Front End Developer | Angular | Mid to Junior,Attract People,CBD & Inner Suburbs,SEEK,junior developer,https://www.seek.com.au//job/35333106?type=standard&userqueryid=943fa3d6a5fecad591038501d4ecacda-9588122,must & experi & year
5,Lead Mobile Developer,Attract People,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35414431?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-9406138,java & experi
5,SAP Project Systems Specialist,Aurec,,SEEK,part time developer,https://www.seek.com.au//job/35439412?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-9572530,minimum & experi & year & citizenship
5,SAP Development Specialist,Aurec,,SEEK,part time developer,https://www.seek.com.au//job/35439792?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-9572530,java & minimum & experi & year & citizenship
2,SAP Payroll Specialist,Aurec,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=3a6a2db8dc8ce519&fccid=73064d8533821f6b&vjs=3,mentor & minimum & experi & year & citizenship
5,SAP Payroll Specialist ,Aurec,,SEEK,part time developer,https://www.seek.com.au//job/35439612?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-9572530,mentor & minimum & experi & year & citizenship
2,SAP Payroll Specialist,Aurec Human Capital Group,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=ba80ee511e30e023&fccid=07536a6769894b49&vjs=3,mentor & minimum & experi & year & citizenship
2,SAP Development Specialist,Aurec Human Capital Group,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=88e3aaf191e13ff9&fccid=07536a6769894b49&vjs=3,java & minimum & experi & year & citizenship
1,Structural Engineer,Aurecon,,SEEK,python,https://www.seek.com.au//job/35462619?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-9527017,python & experi & year
3,Power Systems Engineer,Aurecon,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=72b354ee774b6b30&fccid=e3d08718f8a55f6a,python & experi & year
4,Structural Engineer,Aurecon Group Brand (Pte) Ltd,Queensland,Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=74c58isq4z&lang=en&k=software+engineering,*No found
2,Power Systems Engineer,Aurecon Group Brand (Pte) Ltd,Queensland,Neuvoo,python,https://au.neuvoo.com/job.php?id=z6bd7f58pz&lang=en&k=python,*No found
5,Scrum Master - Web Developer,Aurion Corporation Pty Ltd,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35434381?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-9572530,experi & year
3,Expression of Interest - Indigenous Australian and Female Employment Opportunities,Aurizon Holdings Limited,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=7n4eiu33rn&lang=en&k=data+analyst,*No found
1,CONSTRUCTION ADMINISTRATOR,Ausbuild,,SEEK,part time developer,https://www.seek.com.au//job/35513487?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-9570397,minimum & ethic & experi & year & perman
3,Land Property Administrator,Ausbuild,Bayside & Eastern Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35472469?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-9571514,minimum & experi & year
4,PRODUCTION ESTIMATOR,Ausbuild,Bayside & Eastern Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35449595?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-9571965,minimum & experi & year
1,DIGITAL MARKETING EXECUTIVE,Ausbuild,,SEEK,part time developer,https://www.seek.com.au//job/35505723?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-9570397,minimum & ethic & experi & year & perman
2,Environmental Team Leader,Aust Care Environmental Services,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=d13c6a17c06d3dc7&fccid=8adf2435aff46dcc,mentor & experi
1,Environmental Operator,Aust Care Environmental Services PL,,SEEK,developer,https://www.seek.com.au//job/35536785?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-9484384,year
