Page,Job_title,Company,Location,Search_eng,Term,URL,Words_of_concern
1,Architects - Multiple Positions,A2K Technologies,,SEEK,graduate software engineering,https://www.seek.com.au//job/35337147?type=standout&userqueryid=f04700688e15f2a487ffaba7656368e5-9462035,graduat & must & senior & ethic
5,Developer,ABCis,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35513368?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-9248874,.net & graduat & experi & year
3,QUALITY OFFICER,ACE,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35344077?type=standard&userqueryid=20ba340a05071ad6b7cd067a43c7c964-9331458,must & experi & year
2,Grid Systems Engineer,AEMO,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=x9jq7k9bse&lang=en&k=software+engineering,*No found
3,Landscape Architect,AILA,Queensland,Neuvoo,developer,https://au.neuvoo.com/job.php?id=m2d7nqebbr&lang=en&k=developer,*No found
2,Aircraft Structures Design Engineer,AIRBUS,"Brisbane, Queensland",Neuvoo,junior software engineering,https://au.neuvoo.com/job.php?id=x0anvk74ct&lang=en&k=junior+software+engineering,*No found
2,Full Stack Developer,ALS Limited,"Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=49ihv30xty&lang=en&k=developer,*No found
3,Mining Engineer - Open PitPrincipal Mining Engineer - Open Pit,AMC Consultants Pty Ltd.,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=gywzaa6xtx&lang=en&k=software+engineering,*No found
3,Civil Pipeline Lead,APA Group,"Spring Hill, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=j35zmex9wn&lang=en&k=software+engineering,*No found
2,Multiple Automation Tester & Performance Tester roles !,ASG Group Ltd,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35360838?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-9283512,experi & perman
4,Microsoft Exchange Engineer / Admin,ASG Group Ltd,,SEEK,software engineering,https://www.seek.com.au//job/35462346?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-9212381,experi & citizenship
0,GRADUATE ENGINEER (Acoustics),Acworth Recruitment,Southern Suburbs & Logan,SEEK,graduate software engineering,https://www.seek.com.au//job/35552423?type=standout&userqueryid=f04700688e15f2a487ffaba7656368e5-9461595,graduat & experi
0,Survey Drafter/ Cadet/ Graduate (CAD),Acworth Recruitment,CBD & Inner Suburbs,SEEK,graduate software engineering,https://www.seek.com.au//job/35481451?type=standout&userqueryid=f04700688e15f2a487ffaba7656368e5-9461595,graduat & experi & year
5,Automation Developer,Adaps,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=9c2b26c33f4d4904&fccid=ad7d1489eb2ecef6&vjs=3,python & experi
1,Project Engineer,Adelaide Brighton Ltd,"Brisbane, Queensland",Neuvoo,graduate software engineering,https://au.neuvoo.com/job.php?id=xn4ctg66uz&lang=en&k=graduate+software+engineering,*No found
0,Mid-Year 2018,Adidas,"Brisbane, Queensland",Neuvoo,graduate developer,https://au.neuvoo.com/job.php?id=u8cf44zfbm&lang=en&k=graduate+developer,*No found
1,Apprentice Engineering Mechanical – Fitter and Turner ID (1387),Ai Group Apprentice & Trainee Centre,CBD & Inner Suburbs,SEEK,graduate software engineering,https://www.seek.com.au//job/35442178?type=standard&userqueryid=f04700688e15f2a487ffaba7656368e5-9462035,mentor & minimum & graduat & must & ethic & year & citizen
1,ARH Software Engineer,Airbus Group Australia Pacific,Brisbane Airport QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=495ed81862643920&fccid=bc2d8021313233ce,mentor & must & experi & year
2,ARH Software Engineer,Airbus Group Australia Pacific Limited,,SEEK,software engineering,https://www.seek.com.au//job/35501495?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-9211418,mentor & must & experi & year
1,ARH Software Engineer,Airbus Groups,"Brisbane Airport, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=d6kvdjuwns&lang=en&k=software+engineering,*No found
0,Aircraft Structures Design Engineer,Airbus Groups,"Brisbane Airport, Queensland",Neuvoo,junior software engineering,https://au.neuvoo.com/job.php?id=dgbmxyp85v&lang=en&k=junior+software+engineering,*No found
0,Network Engineer - Team Leaders,Ajilon,,SEEK,junior data science,https://www.seek.com.au//job/35553172?type=standout&userqueryid=a6ee949de1ce8beb421a9cf379c1e6bd-9542459,minimum & must & senior & experi & year
0,Multiple Front-End Developers - Angular (Canberra Based),Ajilon,,SEEK,developer,https://www.seek.com.au//job/35561619?type=standout&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-9282453,minimum & experi & year
1,Business and Data Analyst,Ajilon,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35495588?type=standout&userqueryid=20ba340a05071ad6b7cd067a43c7c964-9330568,minimum & experi & citizen
1,Python Developer,Ajilon,,SEEK,python,https://www.seek.com.au//job/35474619?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-9381900,python & must & senior & experi
2,Data Scientists x 2,Ajilon,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35450958?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-9382421,python & experi
3,Trade Qualified Boilermaker,All Trades Queensland,"Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=w2032ceptr&lang=en&k=developer,*No found
0,Python Developer- Brisbane CBD,Ambition,Brisbane Central Business District QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=20d71244bb795042&fccid=c9cd3dc1c74035d6&vjs=3,python
2,Integration/DevOps,Ambition,"Brisbane, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=2er4ekywbx&lang=en&k=python,*No found
1,Integration/DevOps,Ambition Technology,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35479875?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-9381900,python & must & experi
2,Python Developer- Brisbane CBD,Ambition Technology,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35547227?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-9247361,java & python & experi & perman
1,SOFTWARE ENGINEER,Ansaldo,Eagle Farm QLD,Indeed,junior python,https://au.indeed.com//rc/clk?jk=ebe4320fdd38ee19&fccid=371f5c6e912b30d4,java & python & graduat & must & ethic & experi & year
1,SOFTWARE ENGINEER,Ansaldo STS,"Eagle Farm, Queensland",Neuvoo,graduate python,https://au.neuvoo.com/job.php?id=3u7j2j4gwc&lang=en&k=graduate+python,*No found
0,SOFTWARE ENGINEER - GRADUATE/JUNIOR,Ansaldo STS Australia Pty Ltd,,SEEK,graduate data science,https://www.seek.com.au//job/35531574?type=standard&userqueryid=ca8c5b1ba8c82d524125fd1ab7b3db2d-9483157,java & python & graduat & experi & year & perman
1,Inventory Analyst/Management Accountant,Arrium,Queensland,Neuvoo,graduate data analyst,https://au.neuvoo.com/job.php?id=z6n0sguu4z&lang=en&k=graduate+data+analyst,*No found
0,Front End Developer | Angular | Mid to Junior,Attract People,CBD & Inner Suburbs,SEEK,junior developer,https://www.seek.com.au//job/35333106?type=standard&userqueryid=943fa3d6a5fecad591038501d4ecacda-9567995,must & senior & experi & year
6,Full Stack GoLang Developer,Attract People,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35529922?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-9285459,experi & perman
6,Lead Mobile Developer,Attract People,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35414431?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-9213391,java & experi
0,React.JS Developer,Attract People,Southern Suburbs & Logan,SEEK,developer,https://www.seek.com.au//job/35558205?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-9282453,java & experi & perman
5,Full Stack .NET Developer,Attract People,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35514379?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-9248874,.net & senior & experi
3,Power Systems Engineer,Aurecon,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35374945?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-9382870,python & senior & experi & year
0,Structural Engineer,Aurecon,CBD & Inner Suburbs,SEEK,graduate software engineering,https://www.seek.com.au//job/35463000?type=standard&userqueryid=f04700688e15f2a487ffaba7656368e5-9461595,python & graduat & experi & year
0,Structural Engineer,Aurecon Group Brand (Pte) Ltd,Queensland,Neuvoo,graduate python,https://au.neuvoo.com/job.php?id=74c58isq4z&lang=en&k=graduate+python,*No found
0,Principal Process Engineer – Water Treatment,Aurecon Group Brand (Pte) Ltd,Queensland,Neuvoo,junior software engineering,https://au.neuvoo.com/job.php?id=hfkxv6zmj9&lang=en&k=junior+software+engineering,*No found
2,Power Systems Engineer,Aurecon Group Brand (Pte) Ltd,Queensland,Neuvoo,python,https://au.neuvoo.com/job.php?id=z6bd7f58pz&lang=en&k=python,*No found
0,Expression of Interest - Indigenous Australian and Female Employment Opportunities,Aurizon Holdings Limited,"Brisbane, Queensland",Neuvoo,graduate data analyst,https://au.neuvoo.com/job.php?id=7n4eiu33rn&lang=en&k=graduate+data+analyst,*No found
5,Environmental Team Leader,Aust Care Environmental Services,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=d13c6a17c06d3dc7&fccid=8adf2435aff46dcc,mentor & senior & experi
5,Environmental Operator,Aust Care Environmental Services PL,,SEEK,developer,https://www.seek.com.au//job/35536785?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-9284990,year
3,Cabinet Maker/Programmer,Australian Benchtop Specialists Pty Ltd,Northern Suburbs,SEEK,programmer,https://www.seek.com.au//job/35536093?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-9247900,experi
0,Grid Systems Engineer,Australian Energy Market Operator (AEMO),CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35556312?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-9210392,experi
0,ANAO 2019 Graduate Program,Australian National Audit Office - Graduate,CBD & Inner Suburbs,SEEK,graduate data science,https://www.seek.com.au//job/35445783?type=standout&userqueryid=ca8c5b1ba8c82d524125fd1ab7b3db2d-9483157,graduat & must & ethic & year & perman & citizen
1,Machinist - CNC Operator / Programmer,Australian Recruiting Group,Brisbane QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=b87e002a262f93ca&fccid=96717984c937c161,must & experi
1,CNC Machinist - Operator / Programmer,Australian Recruiting Group,Brisbane QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=9e62175326af6afe&fccid=96717984c937c161,must & experi
3,Excavator Operator,Australian Recruiting Group,Ellen Grove QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=5d7eb079323d7e71&fccid=96717984c937c161,must & experi
2,Excavator Operator,Australian Recruiting Group -Trades,Western Suburbs & Ipswich,SEEK,developer,https://www.seek.com.au//job/35552988?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-9283512,experi
1,ASIO Future Technologists Graduate Program - ACT,Australian Security Intelligence Organisation,CBD & Inner Suburbs,SEEK,graduate software engineering,https://www.seek.com.au//job/35428231?type=standout&userqueryid=f04700688e15f2a487ffaba7656368e5-9462035,graduat & must & year & citizen
3,CRM Functional,Avanade,Brisbane QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=5e9f38fccfa43881&fccid=5386281035076fdf&vjs=3,.net & minimum & experi & year
0,Commissioning Engineer,B SERIES Group of Recruitment Consultancies,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35561768?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-9246405,experi
0,Structural Engineer,B SERIES Group of Recruitment Consultancies,CBD & Inner Suburbs,SEEK,graduate software engineering,https://www.seek.com.au//job/35488725?type=standard&userqueryid=f04700688e15f2a487ffaba7656368e5-9461595,senior & experi & year
5,Specialist Technical Computing Apps & GIS,BHP Billiton Group,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35437364?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-9212831,python & experi
1,Systems Support Analyst,BOEING,Brisbane QLD,Indeed,data analyst,https://au.indeed.com//rc/clk?jk=3563afa6d5798c37&fccid=edae4285faf6c2f0,must & ethic & experi & year & citizen
0,Principal Software Engineer,BOEING,Brisbane QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=58edbbf540a89e21&fccid=edae4285faf6c2f0&vjs=3,java & must & experi & year & perman & citizen
2,Systems Support Analyst,BOEING AUSTRALIA,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35418699?type=standard&userqueryid=20ba340a05071ad6b7cd067a43c7c964-9331008,must & ethic & experi & year & citizen
